model,c,n_target,rep,seed,n,m,avg_deg,n_components,N1,N2,giant_frac,giant_n,giant_lambda2,giant_phi_star,giant_ipr2,core_frac,core_n,core_lambda2,core_phi_star,core_ipr2
ER,3,10000,11,13011,10000,14973,2.9946,540,1490,2224,0.9412,9412,0.029307424871198418,0.058823529411764705,0.11918993934924414,0.7712,7712,0.06968931362770303,0.16666666666666666,0.13466340320915454
ER,3,10000,12,13012,10000,15038,3.0076,566,1486,2227,0.9367,9367,0.027828189201411613,0.06666666666666667,0.15249944626806242,0.7704,7704,0.07477385082734389,0.14285714285714285,0.10804804306586874
ER,3,10000,14,13014,10000,14894,2.9788,592,1496,2308,0.9357,9357,0.02797206350014969,0.07692307692307693,0.17331748336889444,0.7672,7672,0.03366057672835421,0.14285714285714285,0.0964143361837141
ER,3,10000,13,13013,10000,14808,2.9616,563,1544,2314,0.9369,9369,0.03369268907925682,0.09090909090909091,0.19791640742489558,0.7608,7608,0.0759237918739819,0.16314572089437163,0.04735896796160703
ER,3,10000,16,13016,10000,14987,2.9974,557,1510,2228,0.938,9380,0.02943947920062362,0.09090909090909091,0.188737999578558,0.7711,7711,0.07524016079060414,0.1684067181116659,0.03263401936479566
ER,3,10000,18,13018,10000,14718,2.9436,570,1577,2267,0.937,9370,0.03689683875100558,0.1111111111111111,0.14194645932262862,0.7599,7599,0.06567611324920786,0.16666666666666666,0.12884046742087996
ER,3,10000,17,13017,10000,15173,3.0346,505,1476,2249,0.9448,9448,0.04461536969150748,0.14285714285714285,0.17724525463776628,0.7825,7825,0.07310858148602062,0.18506445399318416,0.09234387700561653
ER,3,10000,15,13015,10000,15050,3.01,575,1481,2216,0.9385,9385,0.033461613657813194,0.09090909090909091,0.20708858131441968,0.7714,7714,0.05421332702717763,0.15789473684210525,0.11940929001359495
ER,3,10000,19,13019,10000,15057,3.0114,538,1501,2269,0.9407,9407,0.02156720030837267,0.07692307692307693,0.18334128191329532,0.7734,7734,0.07660267092509532,0.17738059477320517,0.04402931012434704
ER,3,30000,0,33000,30000,44971,2.998066666666667,1612,4492,6826,0.9408666666666666,28226,0.022106259132103512,0.06666666666666667,0.15527214202223955,0.7723,23169,0.07017039629348987,0.17554945746582412,0.0678743851862078
ER,3,30000,1,33001,30000,44929,2.9952666666666667,1677,4473,6698,0.9379666666666666,28139,0.022154773543755724,0.06666666666666667,0.13020095667447068,0.7711,23133,0.05700185739705854,0.16666666666666666,0.11449702409197131
ER,3,30000,2,33002,30000,45020,3.001333333333333,1628,4416,6781,0.9411333333333334,28234,0.01974354059727501,0.06666666666666667,0.13945236757064622,0.7745,23235,0.06336438063700167,0.16666666666666666,0.1263585470870998
ER,3,30000,3,33003,30000,44964,2.9976,1651,4508,6700,0.9391,28173,0.029990558270456713,0.07692307692307693,0.15777696250844597,0.7704333333333333,23113,0.06560643358314588,0.1855602579604998,0.11084565952586495
ER,3,30000,4,33004,30000,45005,3.0003333333333333,1692,4506,6646,0.9379,28137,0.031129405253277342,0.09090909090909091,0.1972951391982521,0.7702,23106,0.06290333744286891,0.15789473684210525,0.1080033180792232
ER,3,30000,5,33005,30000,45057,3.0038,1603,4526,6677,0.9405666666666667,28217,0.028087368382244238,0.07692307692307693,0.17184301952732361,0.7707666666666667,23123,0.07624985372065418,0.17483150588471985,0.10278534921708857
ER,3,30000,6,33006,30000,45233,3.0155333333333334,1571,4468,6637,0.9435,28305,0.023591748108830357,0.06666666666666667,0.15158042825880808,0.7742666666666667,23228,0.06788603690755379,0.17647058823529413,0.10843899689112763
ER,3,30000,9,33009,30000,44790,2.986,1657,4530,6790,0.9398333333333333,28195,0.021211844886755538,0.058823529411764705,0.137161909190202,0.7673333333333333,23020,0.06497805848622629,0.15789473684210525,0.10561987908032272
ER,3,30000,11,33011,30000,45320,3.021333333333333,1602,4413,6622,0.9418666666666666,28256,0.02505112927138531,0.047619047619047616,0.09568222935844241,0.7761666666666667,23285,0.07215586628935045,0.16666666666666666,0.13170890439485392
ER,3,30000,10,33010,30000,45239,3.0159333333333334,1644,4388,6732,0.9395,28185,0.03697923749973819,0.1111111111111111,0.23474463790007782,0.7769666666666667,23309,0.06732479612190256,0.18181818181818182,0.10242128308387059
ER,3,30000,7,33007,30000,45107,3.0071333333333334,1647,4455,6681,0.9391,28173,0.025397612133824632,0.07692307692307693,0.17901434971291888,0.7751666666666667,23255,0.06611858581981944,0.16666666666666666,0.10077592260323535
ER,3,30000,8,33008,30000,45101,3.0067333333333335,1608,4508,6653,0.9411333333333334,28234,0.0292345039414863,0.09090909090909091,0.18737395694976755,0.7727666666666667,23183,0.06143812516933278,0.16666666666666666,0.12999310186964166
ER,3,30000,12,33012,30000,45173,3.0115333333333334,1589,4422,6798,0.9413666666666667,28241,0.017688516401103582,0.058823529411764705,0.1440907654181196,0.7756666666666666,23270,0.05892838116592447,0.2,0.10744594209877725
ER,3,30000,13,33013,30000,45147,3.0098,1590,4551,6585,0.9421666666666667,28265,0.021893946350158622,0.06666666666666667,0.1717110795654839,0.7703666666666666,23111,0.06219773162820341,0.16666666666666666,0.12197484020084894
ER,3,30000,14,33014,30000,45148,3.0098666666666665,1584,4439,6715,0.9422,28266,0.030782594200842173,0.1111111111111111,0.1678692766888912,0.7758333333333334,23275,0.05309492353319012,0.16666666666666666,0.11893416228052985
ER,3,30000,15,33015,30000,44813,2.9875333333333334,1608,4612,6685,0.9412333333333334,28237,0.021717056819478664,0.05263157894736842,0.12136705466018646,0.7664,22992,0.06688630832259479,0.16666666666666666,0.13774926751582023
ER,3,30000,17,33017,30000,44917,2.994466666666667,1633,4500,6738,0.9401666666666667,28205,0.02031262175632831,0.09090909090909091,0.142734123127939,0.7715333333333333,23146,0.06780563607631684,0.16666666666666666,0.09369006963277612
ER,3,30000,16,33016,30000,45340,3.022666666666667,1624,4443,6594,0.9409666666666666,28229,0.026573978788350328,0.07692307692307693,0.17591173130367274,0.7744666666666666,23234,0.07461442085880843,0.18378620483726485,0.11412907008458605
ER,3,30000,18,33018,30000,44999,2.9999333333333333,1672,4444,6729,0.9388,28164,0.027684879172678034,0.1,0.1446399776656296,0.7726333333333333,23179,0.05973121133329329,0.16666666666666666,0.1323083836358534
ER,3,30000,19,33019,30000,44798,2.9865333333333335,1664,4436,6764,0.9396,28188,0.03028744069790501,0.07692307692307693,0.15732768331218744,0.7712,23136,0.07400108437215547,0.17443798939126043,0.09826635139489608
ER,3,100000,1,103001,100000,150368,3.00736,5405,14835,22256,0.94074,94074,0.024552427602209104,0.1,0.09026040298166381,0.77431,77431,0.056795296276953344,0.14285714285714285,0.14355554919173916
ER,3,100000,0,103000,100000,149927,2.99854,5360,14976,22360,0.94113,94113,0.01806142431382396,0.05263157894736842,0.14038039334993266,0.77252,77252,0.05225458443368014,0.16666666666666666,0.08147858363654105
ER,3,100000,4,103004,100000,150534,3.01068,5476,14911,22098,0.93996,93996,0.014381272917125765,0.058823529411764705,0.1421844461487502,0.77267,77267,0.05459431247895519,0.14285714285714285,0.13932314426583528
ER,3,100000,3,103003,100000,150677,3.01354,5315,14795,22413,0.94152,94152,0.020486788112780152,0.07692307692307693,0.15945909492347793,0.77605,77605,0.058630313740099416,0.16666666666666666,0.10924345776437745
ER,3,100000,5,103005,100000,150997,3.01994,5362,14537,22228,0.94144,94144,0.01995039680691546,0.07692307692307693,0.170867122963229,0.77809,77809,0.05753733038229325,0.1724137931034483,0.07376999719863957
ER,3,100000,2,103002,100000,150039,3.00078,5464,14936,22408,0.93986,93986,0.021302753909814287,0.07142857142857142,0.1891329217127512,0.77288,77288,0.044629964147274714,0.14285714285714285,0.12974870466022287
ER,3,100000,6,103006,100000,149310,2.9862,5373,15073,22511,0.94126,94126,0.016410636385415067,0.058823529411764705,0.15887857978259784,0.77206,77206,0.05949361245671847,0.16666666666666666,0.13374492256628365
ER,3,100000,7,103007,100000,149939,2.99878,5443,15031,22467,0.94043,94043,0.022374288335160752,0.058823529411764705,0.15329275902612172,0.77074,77074,0.05253779383844415,0.14285714285714285,0.13932128652718617
ER,3,100000,10,103010,100000,150513,3.01026,5290,14896,22281,0.94173,94173,0.02148386927231849,0.06666666666666667,0.16994939739041154,0.77429,77429,0.05599285727448855,0.14285714285714285,0.13833360537384137
ER,3,100000,8,103008,100000,149919,2.99838,5447,15025,22371,0.94051,94051,0.018807098113667653,0.058823529411764705,0.10666415709740515,0.77188,77188,0.04754767468570953,0.125,0.13828259088775496
ER,3,100000,11,103011,100000,150606,3.01212,5326,14767,22266,0.94223,94223,0.015814171784507725,0.06666666666666667,0.15442359270533293,0.77535,77535,0.053007996454105255,0.14285714285714285,0.137811944460818
ER,3,100000,9,103009,100000,149962,2.99924,5421,15030,22454,0.94035,94035,0.026048361911813922,0.09090909090909091,0.18483750408885272,0.77159,77159,0.04608143815656862,0.17073170731707318,0.07866060767682437
ER,3,100000,13,103013,100000,150245,3.0049,5424,14909,22245,0.94057,94057,0.01883138356535441,0.06666666666666667,0.17605824786337815,0.77287,77287,0.05037137054940488,0.13043478260869565,0.10557719106992318
ER,3,100000,12,103012,100000,149399,2.98798,5513,14894,22694,0.93954,93954,0.016633792626859156,0.05263157894736842,0.1434733135001006,0.77039,77039,0.06501865972290366,0.1890363610178356,0.1345246844149722
ER,3,100000,14,103014,100000,150448,3.00896,5384,15001,22216,0.94105,94105,0.022406225660289714,0.07692307692307693,0.18149076440795922,0.77232,77232,0.05731259281610823,0.14285714285714285,0.15128359512354292
ER,4,100,0,4100,100,183,3.66,2,8,19,0.99,99,0.1353643758779592,0.24855491329479767,0.23123887626542497,0.9,90,0.18067614951437716,0.21839080459770116,0.09790016365454325
ER,4,100,1,4101,100,199,3.98,4,6,14,0.97,97,0.16581824283150662,0.1658291457286432,0.024505365137974217,0.91,91,0.1747934067892624,0.1746031746031746,0.022751561244941765
ER,4,100,2,4102,100,211,4.22,2,6,16,0.99,99,0.19729456744463153,0.20398009950248755,0.028821966959304876,0.93,93,0.20048975922054815,0.20812182741116753,0.031745597186254984
ER,4,100,3,4103,100,206,4.12,3,3,14,0.98,98,0.19377314952485786,0.21951219512195122,0.04908587819008005,0.95,95,0.20376338889888662,0.1921182266009852,0.02043326332402951
ER,4,100,4,4104,100,185,3.7,2,11,16,0.99,99,0.16165075335731105,0.15384615384615385,0.019415877865110478,0.88,88,0.17650014854607796,0.16770186335403728,0.02044261006819396
ER,4,100,5,4105,100,181,3.62,5,10,14,0.96,96,0.14015466546486288,0.19424460431654678,0.07926414114222548,0.85,85,0.14671096440694423,0.19708029197080293,0.14091077360004567
ER,4,100,6,4106,100,204,4.08,1,8,19,1.0,100,0.13246417315258965,0.2,0.24885269389867468,0.9,90,0.17264409747431236,0.2268041237113402,0.10105883843713412
ER,4,100,7,4107,100,198,3.96,2,5,17,0.99,99,0.14180404733165247,0.23469387755102042,0.05643159392811338,0.94,94,0.15764873301443638,0.23076923076923078,0.0398822012134363
ER,4,100,8,4108,100,184,3.68,3,8,15,0.98,98,0.11455472843526196,0.20218579234972678,0.07462443475163692,0.9,90,0.12812204794185042,0.22285714285714286,0.08183908363177422
ER,4,100,9,4109,100,206,4.12,2,9,15,0.99,99,0.18490163312450475,0.19791666666666666,0.02327855230926322,0.9,90,0.1896521877783223,0.20855614973262032,0.025917024885252216
ER,4,100,10,4110,100,200,4.0,3,7,15,0.98,98,0.1488576507138036,0.24242424242424243,0.14820985251839183,0.89,89,0.1900893569369849,0.25806451612903225,0.06183790092354055
ER,4,100,11,4111,100,212,4.24,2,4,13,0.99,99,0.17826963561702783,0.21951219512195122,0.09161444829313514,0.94,94,0.19350111914152882,0.19597989949748743,0.03316654579040506
ER,4,100,12,4112,100,224,4.48,1,7,11,1.0,100,0.21147680716032233,0.22869955156950672,0.06879606624923078,0.93,93,0.2225677437189216,0.24170616113744076,0.0370701843300822
ER,4,100,13,4113,100,193,3.86,1,9,16,1.0,100,0.18622754433992295,0.20634920634920634,0.14502122505405307,0.89,89,0.2049652770588897,0.21893491124260356,0.03194054236749982
ER,4,100,14,4114,100,211,4.22,1,5,14,1.0,100,0.18463887900065806,0.19230769230769232,0.022932788384072655,0.95,95,0.19169735548891675,0.20388349514563106,0.024578277810314336
ER,4,100,15,4115,100,167,3.34,3,11,18,0.98,98,0.12972924941442887,0.16556291390728478,0.18034886052347104,0.85,85,0.15547902412411813,0.18571428571428572,0.049717574879578286
ER,4,100,16,4116,100,210,4.2,3,6,11,0.98,98,0.18261624182855793,0.18811881188118812,0.023429151928530564,0.9,90,0.18935698481312097,0.19387755102040816,0.025131457333194517
ER,4,100,17,4117,100,172,3.44,6,7,21,0.95,95,0.08283488139580447,0.16666666666666666,0.17454027261359836,0.88,88,0.10393976914775814,0.2,0.16767359620733938
ER,4,100,18,4118,100,185,3.7,3,8,18,0.98,98,0.11243656760876163,0.19101123595505617,0.03923798975375969,0.9,90,0.11925584312852533,0.19736842105263158,0.04470334551467949
ER,4,100,19,4119,100,177,3.54,3,12,13,0.97,97,0.1475576341088223,0.16666666666666666,0.03203430342220859,0.86,86,0.16557265642788926,0.18181818181818182,0.02859050902475666
ER,4,200,0,4200,200,392,3.92,5,10,34,0.98,196,0.1302017568210525,0.18947368421052632,0.1533142919248261,0.915,183,0.15360088428110663,0.1935483870967742,0.02017988066814501
ER,4,200,1,4201,200,409,4.09,4,17,23,0.985,197,0.15882952668036146,0.21890547263681592,0.038165042030161626,0.895,179,0.1811641423902757,0.22164948453608246,0.015303784304407871
ER,4,200,2,4202,200,379,3.79,7,16,34,0.97,194,0.14299616970881684,0.20652173913043478,0.019397685466025678,0.885,177,0.15500493817036726,0.19889502762430938,0.01975343836410717
ER,4,200,3,4203,200,387,3.87,8,13,32,0.965,193,0.15367016423407268,0.22077922077922077,0.14650609632567924,0.89,178,0.1864495339988336,0.21037463976945245,0.024202324855420235
ER,4,200,4,4204,200,413,4.13,4,19,24,0.985,197,0.16227068652838592,0.19315403422982885,0.01926849937834544,0.89,178,0.17755243849309466,0.21038961038961038,0.026253488336606148
ER,4,200,5,4205,200,398,3.98,4,17,31,0.985,197,0.1632140244156746,0.17922077922077922,0.024546557442911218,0.895,179,0.17164366807726208,0.20108695652173914,0.013784995895016316
ER,4,200,6,4206,200,394,3.94,6,14,29,0.975,195,0.14334436883967103,0.16030534351145037,0.02316955385440944,0.905,181,0.14725845028235807,0.16266666666666665,0.031220761201775166
ER,4,200,7,4207,200,356,3.56,5,13,39,0.98,196,0.12017872625315824,0.1807909604519774,0.050243662509304565,0.91,182,0.1384057826226,0.1951219512195122,0.020688840631699654
ER,4,200,8,4208,200,413,4.13,8,14,21,0.96,192,0.19416847449197863,0.20884520884520885,0.024676834229045302,0.9,180,0.20909570365389032,0.21303258145363407,0.018651429160187655
ER,4,200,9,4209,200,435,4.35,6,11,22,0.975,195,0.1754143881769983,0.21016166281755197,0.03909548152253306,0.92,184,0.19275329838303018,0.21040189125295508,0.016844797100658303
ER,4,200,10,4210,200,404,4.04,4,18,30,0.985,197,0.12139006012555684,0.2,0.2516072293989651,0.885,177,0.1747166282020298,0.1906005221932115,0.01798547045861904
ER,4,200,11,4211,200,401,4.01,6,12,30,0.975,195,0.15012392846027836,0.20603015075376885,0.049595275603933835,0.89,178,0.17233463718543082,0.22395833333333334,0.021834156394888008
ER,4,200,12,4212,200,413,4.13,3,14,33,0.99,198,0.161532024779807,0.22815533980582525,0.02836352600683883,0.92,184,0.16469353828777947,0.24427480916030533,0.030913695020866532
ER,4,200,13,4213,200,420,4.2,2,10,23,0.995,199,0.1774968102143274,0.1864406779661017,0.01368133598703257,0.945,189,0.17911930130211845,0.19117647058823528,0.01505772011550076
ER,4,200,14,4214,200,399,3.99,7,13,28,0.97,194,0.1570779887350144,0.1836734693877551,0.01898400667578132,0.9,180,0.16598020552215906,0.1906005221932115,0.02280276294928707
ER,4,200,15,4215,200,401,4.01,3,18,30,0.99,198,0.15959110461131892,0.18781725888324874,0.01929889404922402,0.9,180,0.16758339791213814,0.19363395225464192,0.027153102851201406
ER,4,200,16,4216,200,408,4.08,5,13,23,0.97,194,0.15220098414579852,0.22962962962962963,0.17191818464080952,0.92,184,0.17875855333436863,0.20533333333333334,0.018110294375215868
ER,4,200,17,4217,200,386,3.86,1,17,36,1.0,200,0.123246238985839,0.19220055710306408,0.0562886160559621,0.905,181,0.1415026154243707,0.2087912087912088,0.032862041359679336
ER,4,200,18,4218,200,393,3.93,6,12,30,0.975,195,0.1477129618328045,0.19387755102040816,0.051468484396909146,0.915,183,0.16770929047778224,0.19466666666666665,0.012473509326674247
ER,4,200,19,4219,200,396,3.96,4,15,38,0.985,197,0.11667744807778649,0.2,0.3029183148890819,0.895,179,0.16497735292204013,0.19148936170212766,0.01374255833835458
ER,4,500,0,4500,500,1051,4.204,6,24,66,0.99,495,0.14033967982459541,0.21680993314231137,0.20928267530822575,0.938,469,0.16778497982492024,0.1929480901077375,0.016429908472734782
ER,4,500,1,4501,500,947,3.788,22,44,76,0.952,476,0.08423677085699838,0.2,0.2187229974096975,0.87,435,0.15016925126533456,0.19015659955257272,0.008697759843857225
ER,4,500,2,4502,500,979,3.916,12,40,76,0.978,489,0.13529826961297917,0.20992761116856257,0.06566777034499119,0.896,448,0.15757744792845385,0.20042643923240938,0.025055421572957832
ER,4,500,3,4503,500,981,3.924,14,42,71,0.974,487,0.13404892938434856,0.19387755102040816,0.10529377101472351,0.884,442,0.16065042212937256,0.183585313174946,0.020119564411277026
ER,4,500,4,4504,500,995,3.98,13,42,68,0.976,488,0.12910962288057545,0.20445344129554655,0.14317575681106523,0.888,444,0.16584265518641095,0.19242902208201892,0.010755800652465454
ER,4,500,5,4505,500,967,3.868,14,40,67,0.972,486,0.12687922375253813,0.20250521920668058,0.09434663984767697,0.89,445,0.14866025520933476,0.2134344528710726,0.018926264887416888
ER,4,500,6,4506,500,1020,4.08,13,34,64,0.976,488,0.10578769406647356,0.2,0.22579753450246354,0.9,450,0.14462604809554255,0.21916411824668705,0.09351560633710412
ER,3,100000,15,103015,100000,149823,2.99646,5367,15058,22413,0.94094,94094,0.020646682324757082,0.07692307692307693,0.17136470115994895,0.77107,77107,0.05593308991739199,0.16666666666666666,0.11563016471547842
ER,4,500,7,4507,500,1012,4.048,7,35,72,0.988,494,0.12998486386273256,0.20682730923694778,0.028130034327009095,0.91,455,0.13803706642890573,0.22807017543859648,0.05271555729029533
ER,4,500,8,4508,500,981,3.924,9,38,61,0.984,492,0.10562357240375546,0.22040816326530613,0.1115281038114292,0.902,451,0.14394676540048082,0.20556745182012848,0.10349799948096035
ER,4,500,9,4509,500,1028,4.112,9,32,62,0.984,492,0.12908796000560374,0.20662768031189083,0.1948161667757045,0.912,456,0.16360484933520789,0.1955420466058764,0.028288257439665232
ER,4,500,10,4510,500,1018,4.072,6,39,74,0.99,495,0.13596383098637382,0.1956521739130435,0.09893237453134789,0.902,451,0.16135479951696893,0.20041109969167523,0.04854746491835981
ER,4,500,11,4511,500,998,3.992,7,40,69,0.986,493,0.10002405330636058,0.18181818181818182,0.15431795715690494,0.904,452,0.15159260755009574,0.1953781512605042,0.03565044509576957
ER,4,500,12,4512,500,968,3.872,13,43,72,0.976,488,0.13265989034220077,0.22083333333333333,0.0776921506338857,0.884,442,0.1410799085851731,0.21092896174863388,0.033832220355151814
ER,4,500,13,4513,500,1042,4.168,10,33,69,0.98,490,0.13376446766989125,0.222007722007722,0.18738476096296847,0.91,455,0.16590624249810385,0.1936127744510978,0.012188729761665457
ER,4,500,14,4514,500,1028,4.112,10,28,74,0.982,491,0.1529795010278203,0.201171875,0.0213876978845488,0.924,462,0.16325454404909248,0.2012072434607646,0.010023100675475426
ER,4,500,15,4515,500,954,3.816,11,44,79,0.974,487,0.10619673560271396,0.20715036803364878,0.14206621202918093,0.896,448,0.1274799296988656,0.2018140589569161,0.11665423703379059
ER,4,500,16,4516,500,993,3.972,16,32,60,0.97,485,0.15076590446419985,0.2,0.014377917942186109,0.902,451,0.16263797931623003,0.19412381951731375,0.008841829693324726
ER,4,500,17,4517,500,1032,4.128,8,40,53,0.986,493,0.15020697080044895,0.20390243902439023,0.020070455708799912,0.906,453,0.16641568517778876,0.2210953346855984,0.01694802379811345
ER,4,500,18,4518,500,961,3.844,16,36,79,0.97,485,0.13225646451429635,0.17905759162303664,0.03658590339430618,0.894,447,0.14861365406957042,0.17467248908296942,0.012013683409391858
ER,4,500,19,4519,500,949,3.796,15,34,86,0.972,486,0.1115836037978917,0.2,0.16712522268419688,0.892,446,0.14214178133461697,0.1888268156424581,0.013936503274624486
ER,4,1000,0,5000,1000,1934,3.868,20,75,160,0.979,979,0.10154286799031713,0.2,0.27297038771318893,0.9,900,0.13997792400296954,0.20432432432432432,0.07641316854873963
ER,4,1000,1,5001,1000,2006,4.012,20,75,134,0.981,981,0.12462020856357393,0.19259629814907453,0.06338612888122992,0.901,901,0.15083187367991865,0.1812987012987013,0.004315120259840421
ER,4,1000,2,5002,1000,1983,3.966,19,88,144,0.98,980,0.11079319705604519,0.21756688541140837,0.07256914979594155,0.889,889,0.1298170997620881,0.21927966101694915,0.1681741273075819
ER,4,1000,3,5003,1000,1961,3.922,27,74,172,0.974,974,0.12967458684770006,0.2,0.15995203740365208,0.896,896,0.15278777872601718,0.20702501330494943,0.021034090473918868
ER,4,1000,4,5004,1000,2030,4.06,22,68,144,0.979,979,0.11672838454183977,0.20833333333333334,0.19209466278800755,0.907,907,0.15909640070463246,0.1963095848282932,0.006120874029086773
ER,4,1000,5,5005,1000,2042,4.084,16,56,158,0.985,985,0.13688171738425772,0.19862677783227073,0.014494073101962077,0.927,927,0.14772847658640678,0.20020171457387798,0.009383413818796635
ER,3,100000,17,103017,100000,150687,3.01374,5367,14721,22308,0.94128,94128,0.015949278175640513,0.05263157894736842,0.1556206628189049,0.77525,77525,0.058759292539968255,0.14285714285714285,0.1392209099149632
ER,4,1000,6,5006,1000,1958,3.916,17,70,153,0.982,982,0.12597128316247785,0.1997945557267591,0.08636156246979829,0.911,911,0.13308490923567248,0.21192758253461128,0.0887534477355004
ER,4,1000,7,5007,1000,1974,3.948,24,79,139,0.975,975,0.12393073947915906,0.2024353120243531,0.1497393841953636,0.891,891,0.15010893621036134,0.1929637526652452,0.009821815459723625
ER,3,100000,16,103016,100000,149960,2.9992,5440,14846,22515,0.94042,94042,0.019734430363215427,0.06666666666666667,0.1536141224442792,0.77237,77237,0.06179482078847642,0.16666666666666666,0.13436456868123808
ER,4,1000,8,5008,1000,2027,4.054,19,73,119,0.982,982,0.10453170860069526,0.2,0.3019052157976632,0.907,907,0.15339185486918333,0.2074495602690119,0.01590439894734008
ER,4,1000,9,5009,1000,2017,4.034,22,84,137,0.976,976,0.123841126075562,0.2005958291956306,0.0703512697511694,0.888,888,0.12479067146503883,0.2247658688865765,0.19299689183882077
ER,4,1000,10,5010,1000,1943,3.886,25,71,166,0.974,974,0.12403824402624454,0.20671563483735572,0.10594760745018435,0.9,900,0.13944275362375716,0.19547657512116318,0.109256276461477
ER,4,1000,11,5011,1000,2026,4.052,20,68,137,0.981,981,0.11603878415057721,0.2,0.33028105840660504,0.907,907,0.13779401381988945,0.2192622950819672,0.06521815210536795
ER,4,1000,12,5012,1000,2016,4.032,18,78,141,0.983,983,0.08900439104168482,0.2,0.23887039211813973,0.899,899,0.14514991436898447,0.20643153526970953,0.011400491650669137
ER,4,1000,13,5013,1000,1968,3.936,13,82,149,0.988,988,0.05741766678689242,0.1111111111111111,0.22757170996741397,0.894,894,0.14343458580703466,0.21566523605150215,0.055590278386150375
ER,4,1000,14,5014,1000,1995,3.99,21,62,156,0.98,980,0.04326257413260857,0.1111111111111111,0.23520762748570678,0.909,909,0.1451431128023524,0.20020855057351408,0.024208075480708247
ER,4,1000,15,5015,1000,1977,3.954,26,70,155,0.974,974,0.11658566698536472,0.2383367139959432,0.20491318382113483,0.901,901,0.15524270610913468,0.19135477069056406,0.005584268811622555
ER,4,1000,16,5016,1000,2010,4.02,22,71,137,0.978,978,0.10307130083336233,0.2,0.21567024311457422,0.902,902,0.14968408521729745,0.19375,0.01919382480668019
ER,4,3000,0,7000,3000,6108,4.072,47,206,421,0.9843333333333333,2953,0.07919131810070357,0.2,0.2690046670414579,0.907,2721,0.12093795710985278,0.23480333730631706,0.15196501454604155
ER,4,1000,17,5017,1000,1925,3.85,18,82,169,0.981,981,0.05796431095588054,0.14285714285714285,0.18030034814847518,0.896,896,0.13152469969759026,0.2004369197160022,0.023536197386012626
ER,4,3000,1,7001,3000,5961,3.974,64,222,429,0.9786666666666667,2936,0.08589110196975058,0.2,0.2081171724479294,0.8973333333333333,2692,0.11990750331927003,0.2312270260808682,0.11554913685040699
ER,4,1000,19,5019,1000,1970,3.94,29,67,145,0.971,971,0.09878284087727382,0.2,0.17279000729779742,0.901,901,0.09889304931685462,0.2,0.1741276320171709
ER,4,1000,18,5018,1000,2003,4.006,24,72,133,0.977,977,0.1226072482498946,0.21078921078921078,0.1623523600431942,0.903,903,0.1471750611338914,0.19232763089683774,0.022349411194725718
ER,4,3000,2,7002,3000,5796,3.864,67,253,482,0.977,2931,0.08423849268332795,0.2,0.23928146784394555,0.8856666666666667,2657,0.1288884823189207,0.20087336244541484,0.10091146918397345
ER,4,3000,3,7003,3000,5949,3.966,58,228,422,0.9796666666666667,2939,0.09954634432889287,0.2,0.3032684927630319,0.898,2694,0.133221672475345,0.2209159501666959,0.11940312978998639
ER,4,3000,5,7005,3000,6174,4.116,46,199,448,0.9833333333333333,2950,0.06667446013356737,0.14285714285714285,0.23522610417638537,0.9133333333333333,2740,0.1469436047776449,0.21416582745887883,0.07076415837613488
ER,4,3000,4,7004,3000,5987,3.9913333333333334,55,228,434,0.982,2946,0.09458176287644271,0.2,0.27113310566010684,0.897,2691,0.1086225421738638,0.23248908296943233,0.15232190466929812
ER,4,3000,6,7006,3000,6110,4.073333333333333,50,204,432,0.9836666666666667,2951,0.09534760175946655,0.2,0.25561695998837497,0.9086666666666666,2726,0.147606834065787,0.20040795512493625,0.04453869939311199
ER,4,3000,7,7007,3000,6010,4.006666666666667,52,222,445,0.9813333333333333,2944,0.09706947742418914,0.23908315208298478,0.16492832894730966,0.9053333333333333,2716,0.14250932339775813,0.20727272727272728,0.02342952010970006
ER,4,3000,8,7008,3000,5972,3.981333333333333,59,222,423,0.98,2940,0.06801834679419305,0.14285714285714285,0.23563634706684794,0.8986666666666666,2696,0.1411893715974688,0.20747467691232974,0.04124470244435416
ER,4,3000,9,7009,3000,6008,4.005333333333334,71,239,406,0.9746666666666667,2924,0.11491787644238238,0.2,0.31830946509298735,0.8946666666666667,2684,0.12421011243995217,0.23358299947744296,0.15683337608378453
ER,4,3000,10,7010,3000,5993,3.9953333333333334,71,225,456,0.9753333333333334,2926,0.09179328641614415,0.2,0.2827993371830101,0.897,2691,0.13657279072420403,0.2182229177534342,0.08521930155921298
ER,4,3000,11,7011,3000,6050,4.033333333333333,41,226,439,0.986,2958,0.059843319792935334,0.14285714285714285,0.2873860934027797,0.9053333333333333,2716,0.1240375060908474,0.21992416408135126,0.11823789813114467
ER,4,3000,13,7013,3000,6022,4.014666666666667,55,225,458,0.9806666666666667,2942,0.09440178665937138,0.2,0.11334879060968164,0.902,2706,0.1413157227961106,0.2017999307718934,0.09137257889190711
ER,4,3000,14,7014,3000,5918,3.945333333333333,64,227,450,0.9773333333333334,2932,0.09582520404784534,0.2,0.25056786880642784,0.898,2694,0.12530045268446388,0.2222222222222222,0.1374100255373303
ER,4,3000,12,7012,3000,5977,3.9846666666666666,57,229,444,0.9793333333333333,2938,0.10964529266266942,0.2,0.26061490047344177,0.9023333333333333,2707,0.1510036232105607,0.19811813904861475,0.009914633751506363
